epoch,accuracy,loss,val_accuracy,val_loss
0,0.11629629880189896,2.428483486175537,0.13600000739097595,2.2873547077178955
1,0.12370370328426361,2.288278341293335,0.18844445049762726,2.274930715560913
2,0.14888888597488403,2.265972375869751,0.2177777737379074,2.249300241470337
3,0.1715555489063263,2.2364747524261475,0.2777777910232544,2.202167272567749
4,0.19599999487400055,2.1788976192474365,0.29511111974716187,2.1163508892059326
5,0.23185184597969055,2.070399522781372,0.3160000145435333,1.9728224277496338
6,0.2631111145019531,1.9663031101226807,0.3408888876438141,1.8699748516082764
7,0.2777777910232544,1.9145373106002808,0.3400000035762787,1.839181661605835
8,0.30444443225860596,1.8517109155654907,0.3479999899864197,1.7687534093856812
9,0.32681480050086975,1.8178901672363281,0.3413333296775818,1.7814987897872925
10,0.3314073979854584,1.7823965549468994,0.3862222135066986,1.7156468629837036
11,0.34207406640052795,1.762170433998108,0.3928889036178589,1.666633129119873
12,0.35318517684936523,1.720866322517395,0.4013333320617676,1.6578303575515747
13,0.36711111664772034,1.6924418210983276,0.42044445872306824,1.6005711555480957
14,0.3585185110569,1.6830904483795166,0.42533332109451294,1.6018747091293335
15,0.3773333430290222,1.6713014841079712,0.42933332920074463,1.581693172454834
16,0.38874074816703796,1.6351373195648193,0.4351111054420471,1.5810048580169678
17,0.39081481099128723,1.6282154321670532,0.4413333237171173,1.5536117553710938
18,0.3982222080230713,1.6212114095687866,0.46044445037841797,1.5146005153656006
19,0.40740740299224854,1.5975944995880127,0.45955556631088257,1.508866786956787
20,0.4154074192047119,1.5711044073104858,0.42755556106567383,1.5429270267486572
21,0.4118518531322479,1.565192699432373,0.46355554461479187,1.4887254238128662
22,0.42222222685813904,1.5487005710601807,0.46266666054725647,1.5008834600448608
23,0.42711111903190613,1.5456587076187134,0.47511109709739685,1.4615857601165771
24,0.43022221326828003,1.5305612087249756,0.47644445300102234,1.447455644607544
25,0.43259260058403015,1.5238587856292725,0.47600001096725464,1.4635552167892456
26,0.4376296401023865,1.5056865215301514,0.47555556893348694,1.4473685026168823
27,0.44548147916793823,1.502069115638733,0.46666666865348816,1.4844807386398315
28,0.45007407665252686,1.4912941455841064,0.4933333396911621,1.4223425388336182
29,0.4512592554092407,1.471400260925293,0.4911110997200012,1.4211105108261108
30,0.4565925896167755,1.4639971256256104,0.4880000054836273,1.4376559257507324
31,0.4674074053764343,1.4582372903823853,0.4986666738986969,1.4209520816802979
32,0.46133333444595337,1.4563673734664917,0.4880000054836273,1.438096284866333
33,0.4656296372413635,1.4482170343399048,0.5048888921737671,1.3760524988174438
34,0.47600001096725464,1.4324336051940918,0.488444447517395,1.4285517930984497
35,0.4696296155452728,1.4382306337356567,0.5048888921737671,1.371508240699768
36,0.4807407259941101,1.411623239517212,0.5137777924537659,1.3710412979125977
37,0.47822222113609314,1.409490942955017,0.492000013589859,1.3990553617477417
38,0.4788148105144501,1.4041856527328491,0.5164444446563721,1.3403241634368896
39,0.4838518500328064,1.3899378776550293,0.5244444608688354,1.3466676473617554
40,0.482962965965271,1.396300196647644,0.5266666412353516,1.3233940601348877
41,0.4875555634498596,1.380266547203064,0.5111111402511597,1.3843413591384888
42,0.49851852655410767,1.3845158815383911,0.5257777571678162,1.3403472900390625
43,0.49659258127212524,1.363659143447876,0.5244444608688354,1.3264540433883667
